date,channel,region,daypart,segment_id,forecast_p20,forecast_p50,actual_impressions,forecast_error,overlap_commitments,sellable_p20,sellable_p50
2026-09-25,lake_city,D-CH,daytime,m_25_49,78533,100684,86034,-14650,0,78533,100684
2026-09-25,lake_city,D-CH,prime,all_adults,531979,682025,651130,-30895,0,531979,682025
2026-09-25,lake_city,D-CH,prime,w_25_49,148954,190967,182316,-8651,0,148954,190967
2026-09-25,lake_city,D-CH,prime,m_25_49,138314,177326,169294,-8032,0,138314,177326
2026-09-25,lake_city,F-CH,daytime,all_adults,139378,178690,187648,8958,0,139378,178690
2026-09-25,lake_city,F-CH,daytime,w_25_49,39025,50033,52541,2508,0,39025,50033
2026-09-25,lake_city,F-CH,daytime,m_25_49,36238,46459,48788,2329,0,36238,46459
2026-09-25,lake_city,F-CH,prime,all_adults,191089,244987,222269,-22718,55000,136089,189987
2026-09-25,lake_city,F-CH,prime,w_25_49,53504,68596,62235,-6361,15400,38104,53196
2026-09-25,lake_city,F-CH,prime,m_25_49,49683,63696,57790,-5906,14300,35383,49396
2026-09-26,north_peak,D-CH,daytime,all_adults,271457,348023,348498,475,0,271457,348023
2026-09-26,north_peak,D-CH,daytime,w_25_49,76007,97446,97579,133,0,76007,97446
2026-09-26,north_peak,D-CH,daytime,m_25_49,70578,90485,90609,124,0,70578,90485
2026-09-26,north_peak,D-CH,prime,all_adults,406958,521742,549047,27305,325000,81958,196742
2026-09-26,north_peak,D-CH,prime,w_25_49,113948,146087,153733,7646,209800,-95852,-63713
2026-09-26,north_peak,D-CH,prime,m_25_49,105809,135652,142752,7100,41600,64209,94052
2026-09-26,north_peak,F-CH,daytime,all_adults,114248,146473,127860,-18613,0,114248,146473
2026-09-26,north_peak,F-CH,daytime,w_25_49,31989,41012,35801,-5211,0,31989,41012
2026-09-26,north_peak,F-CH,daytime,m_25_49,29704,38082,33244,-4838,0,29704,38082
2026-09-26,north_peak,F-CH,prime,all_adults,165112,211683,218972,7289,0,165112,211683
2026-09-26,north_peak,F-CH,prime,w_25_49,46231,59271,61312,2041,0,46231,59271
2026-09-26,north_peak,F-CH,prime,m_25_49,42929,55037,56933,1896,0,42929,55037
2026-09-26,lake_city,D-CH,daytime,all_adults,276107,353984,289585,-64399,28000,248107,325984
2026-09-26,lake_city,D-CH,daytime,w_25_49,77309,99115,81084,-18031,28000,49309,71115
2026-09-26,lake_city,D-CH,daytime,m_25_49,71787,92035,75292,-16743,0,71787,92035
2026-09-26,lake_city,D-CH,prime,all_adults,450049,576986,587280,10294,0,450049,576986
2026-09-26,lake_city,D-CH,prime,w_25_49,126013,161556,164438,2882,0,126013,161556
2026-09-26,lake_city,D-CH,prime,m_25_49,117012,150016,152693,2677,0,117012,150016
2026-09-26,lake_city,F-CH,daytime,all_adults,121918,156306,146818,-9488,0,121918,156306
2026-09-26,lake_city,F-CH,daytime,w_25_49,34137,43765,41109,-2656,0,34137,43765
2026-09-26,lake_city,F-CH,daytime,m_25_49,31698,40639,38173,-2466,0,31698,40639
2026-09-26,lake_city,F-CH,prime,all_adults,171776,220226,193773,-26453,55000,116776,165226
2026-09-26,lake_city,F-CH,prime,w_25_49,48097,61663,54256,-7407,15400,32697,46263
2026-09-26,lake_city,F-CH,prime,m_25_49,44661,57258,50381,-6877,14300,30361,42958
2026-09-27,north_peak,D-CH,daytime,all_adults,309521,396823,379348,-17475,0,309521,396823
2026-09-27,north_peak,D-CH,daytime,w_25_49,86665,111110,106217,-4893,0,86665,111110
2026-09-27,north_peak,D-CH,daytime,m_25_49,80475,103173,98630,-4543,0,80475,103173
2026-09-27,north_peak,D-CH,prime,all_adults,401315,514507,406288,-108219,325000,76315,189507
2026-09-27,north_peak,D-CH,prime,w_25_49,112368,144061,113761,-30300,209800,-97432,-65739
2026-09-27,north_peak,D-CH,prime,m_25_49,104341,133771,105635,-28136,41600,62741,92171
2026-09-27,north_peak,F-CH,daytime,all_adults,113933,146069,122156,-23913,0,113933,146069
2026-09-27,north_peak,F-CH,daytime,w_25_49,31901,40899,34204,-6695,0,31901,40899
2026-09-27,north_peak,F-CH,daytime,m_25_49,29622,37977,31761,-6216,0,29622,37977
2026-09-27,north_peak,F-CH,prime,all_adults,150358,192767,173852,-18915,0,150358,192767
2026-09-27,north_peak,F-CH,prime,w_25_49,42100,53974,48679,-5295,0,42100,53974
2026-09-27,north_peak,F-CH,prime,m_25_49,39093,50119,45202,-4917,0,39093,50119
2026-09-27,lake_city,D-CH,daytime,all_adults,248455,318533,336300,17767,28000,220455,290533
2026-09-27,lake_city,D-CH,daytime,w_25_49,69567,89189,94164,4975,28000,41567,61189
2026-09-27,lake_city,D-CH,daytime,m_25_49,64598,82818,87438,4620,0,64598,82818
2026-09-27,lake_city,D-CH,prime,all_adults,373827,479266,365380,-113886,0,373827,479266
2026-09-27,lake_city,D-CH,prime,w_25_49,104671,134194,102306,-31888,0,104671,134194
2026-09-27,lake_city,D-CH,prime,m_25_49,97195,124609,94999,-29610,0,97195,124609
2026-09-27,lake_city,F-CH,daytime,all_adults,109429,140294,130932,-9362,0,109429,140294
2026-09-27,lake_city,F-CH,daytime,w_25_49,30640,39282,36661,-2621,0,30640,39282
2026-09-27,lake_city,F-CH,daytime,m_25_49,28451,36476,34042,-2434,0,28451,36476
2026-09-27,lake_city,F-CH,prime,all_adults,153436,196713,156841,-39872,55000,98436,141713
2026-09-27,lake_city,F-CH,prime,w_25_49,42962,55079,43915,-11164,15400,27562,39679
2026-09-27,lake_city,F-CH,prime,m_25_49,39893,51145,40779,-10366,14300,25593,36845
2026-09-28,north_peak,D-CH,daytime,all_adults,311338,399152,377451,-21701,0,311338,399152
2026-09-28,north_peak,D-CH,daytime,w_25_49,87174,111762,105686,-6076,0,87174,111762
2026-09-28,north_peak,D-CH,daytime,m_25_49,80947,103779,98137,-5642,0,80947,103779
2026-09-28,north_peak,D-CH,prime,all_adults,476493,610889,529541,-81348,325000,151493,285889
2026-09-28,north_peak,D-CH,prime,w_25_49,133418,171048,148271,-22777,209800,-76382,-38752
2026-09-28,north_peak,D-CH,prime,m_25_49,123888,158831,137681,-21150,41600,82288,117231
2026-09-28,north_peak,F-CH,daytime,all_adults,137194,175890,183036,7146,0,137194,175890
2026-09-28,north_peak,F-CH,daytime,w_25_49,38414,49249,51250,2001,0,38414,49249
2026-09-28,north_peak,F-CH,daytime,m_25_49,35670,45731,47589,1858,0,35670,45731
2026-09-28,north_peak,F-CH,prime,all_adults,193697,248330,240949,-7381,0,193697,248330
2026-09-28,north_peak,F-CH,prime,w_25_49,54235,69532,67466,-2066,0,54235,69532
2026-09-28,north_peak,F-CH,prime,m_25_49,50361,64565,62647,-1918,0,50361,64565
2026-09-28,lake_city,D-CH,daytime,all_adults,314824,403621,359960,-43661,28000,286824,375621
2026-09-28,lake_city,D-CH,daytime,w_25_49,88150,113013,100789,-12224,28000,60150,85013
2026-09-28,lake_city,D-CH,daytime,m_25_49,81854,104941,93590,-11351,0,81854,104941
2026-09-28,lake_city,D-CH,prime,all_adults,533781,684335,635436,-48899,0,533781,684335
2026-09-28,lake_city,D-CH,prime,w_25_49,149458,191613,177922,-13691,0,149458,191613
2026-09-28,lake_city,D-CH,prime,m_25_49,138783,177927,165213,-12714,0,138783,177927
2026-09-28,lake_city,F-CH,daytime,all_adults,149961,192258,174495,-17763,0,149961,192258
2026-09-28,lake_city,F-CH,daytime,w_25_49,41989,53832,48859,-4973,0,41989,53832
2026-09-28,lake_city,F-CH,daytime,m_25_49,38989,49987,45369,-4618,0,38989,49987
2026-09-28,lake_city,F-CH,prime,all_adults,218212,279760,266280,-13480,55000,163212,224760
2026-09-28,lake_city,F-CH,prime,w_25_49,61099,78332,74558,-3774,15400,45699,62932
2026-09-28,lake_city,F-CH,prime,m_25_49,56735,72737,69233,-3504,14300,42435,58437
2026-09-29,north_peak,D-CH,daytime,all_adults,312778,400998,407820,6822,0,312778,400998
2026-09-29,north_peak,D-CH,daytime,w_25_49,87577,112279,114190,1911,0,87577,112279
2026-09-29,north_peak,D-CH,daytime,m_25_49,81322,104259,106033,1774,0,81322,104259
2026-09-29,north_peak,D-CH,prime,all_adults,503057,644946,656720,11774,325000,178057,319946
2026-09-29,north_peak,D-CH,prime,w_25_49,140855,180584,183882,3298,209800,-68945,-29216
2026-09-29,north_peak,D-CH,prime,m_25_49,130794,167685,170747,3062,41600,89194,126085
2026-09-29,north_peak,F-CH,daytime,all_adults,137201,175899,155342,-20557,0,137201,175899
2026-09-29,north_peak,F-CH,daytime,w_25_49,38416,49251,43496,-5755,0,38416,49251
2026-09-29,north_peak,F-CH,daytime,m_25_49,35672,45733,40389,-5344,0,35672,45733
2026-09-29,north_peak,F-CH,prime,all_adults,211961,271745,264722,-7023,0,211961,271745
2026-09-29,north_peak,F-CH,prime,w_25_49,59349,76088,74122,-1966,0,59349,76088
2026-09-29,north_peak,F-CH,prime,m_25_49,55109,70653,68828,-1825,0,55109,70653
2026-09-29,lake_city,D-CH,daytime,all_adults,346439,444153,398626,-45527,28000,318439,416153
2026-09-29,lake_city,D-CH,daytime,w_25_49,97002,124362,111615,-12747,28000,69002,96362
2026-09-29,lake_city,D-CH,daytime,m_25_49,90074,115479,103643,-11836,0,90074,115479
2026-09-29,lake_city,D-CH,prime,all_adults,506581,649463,540515,-108948,0,506581,649463
2026-09-29,lake_city,D-CH,prime,w_25_49,141842,181849,151344,-30505,0,141842,181849
2026-09-29,lake_city,D-CH,prime,m_25_49,131711,168860,140534,-28326,0,131711,168860
2026-09-29,lake_city,F-CH,daytime,all_adults,142970,183295,161937,-21358,0,142970,183295
2026-09-29,lake_city,F-CH,daytime,w_25_49,40031,51322,45342,-5980,0,40031,51322
2026-09-29,lake_city,F-CH,daytime,m_25_49,37172,47656,42104,-5552,0,37172,47656
2026-09-29,lake_city,F-CH,prime,all_adults,190153,243786,235317,-8469,55000,135153,188786
2026-09-29,lake_city,F-CH,prime,w_25_49,53242,68260,65889,-2371,15400,37842,52860
2026-09-29,lake_city,F-CH,prime,m_25_49,49439,63384,61182,-2202,14300,35139,49084
2026-09-30,north_peak,D-CH,daytime,all_adults,349333,447863,379807,-68056,0,349333,447863
2026-09-30,north_peak,D-CH,daytime,w_25_49,97813,125401,106346,-19055,0,97813,125401
2026-09-30,north_peak,D-CH,daytime,m_25_49,90826,116444,98750,-17694,0,90826,116444
2026-09-30,north_peak,D-CH,prime,all_adults,474630,608501,554063,-54438,325000,149630,283501
2026-09-30,north_peak,D-CH,prime,w_25_49,132896,170380,155138,-15242,209800,-76904,-39420
2026-09-30,north_peak,D-CH,prime,m_25_49,123403,158210,144056,-14154,41600,81803,116610
2026-09-30,north_peak,F-CH,daytime,all_adults,128267,164445,164503,58,0,128267,164445
2026-09-30,north_peak,F-CH,daytime,w_25_49,35914,46044,46061,17,0,35914,46044
2026-09-30,north_peak,F-CH,daytime,m_25_49,33349,42755,42771,16,0,33349,42755
2026-09-30,north_peak,F-CH,prime,all_adults,202935,260174,237351,-22823,0,202935,260174
2026-09-30,north_peak,F-CH,prime,w_25_49,56821,72848,66458,-6390,0,56821,72848
2026-09-30,north_peak,F-CH,prime,m_25_49,52763,67645,61711,-5934,0,52763,67645
2026-09-30,lake_city,D-CH,daytime,all_adults,339065,434699,395384,-39315,28000,311065,406699
2026-09-30,lake_city,D-CH,daytime,w_25_49,94938,121715,110708,-11007,28000,66938,93715
2026-09-30,lake_city,D-CH,daytime,m_25_49,88156,113021,102800,-10221,0,88156,113021
2026-09-30,lake_city,D-CH,prime,all_adults,520965,667904,595963,-71941,0,520965,667904
2026-09-30,lake_city,D-CH,prime,w_25_49,145870,187013,166870,-20143,0,145870,187013
2026-09-30,lake_city,D-CH,prime,m_25_49,135450,173655,154950,-18705,0,135450,173655
2026-09-30,lake_city,F-CH,daytime,all_adults,127584,163570,134644,-28926,0,127584,163570
2026-09-30,lake_city,F-CH,daytime,w_25_49,35723,45799,37700,-8099,0,35723,45799
2026-09-30,lake_city,F-CH,daytime,m_25_49,33171,42528,35007,-7521,0,33171,42528
2026-09-30,lake_city,F-CH,prime,all_adults,237083,303953,287046,-16907,55000,182083,248953
2026-09-30,lake_city,F-CH,prime,w_25_49,66383,85106,80373,-4733,15400,50983,69706
2026-09-30,lake_city,F-CH,prime,m_25_49,61641,79027,74632,-4395,14300,47341,64727
2026-10-01,north_peak,D-CH,daytime,all_adults,332394,426147,412304,-13843,0,332394,426147
2026-10-01,north_peak,D-CH,daytime,w_25_49,93070,119321,115445,-3876,0,93070,119321
2026-10-01,north_peak,D-CH,daytime,m_25_49,86422,110798,107199,-3599,0,86422,110798
2026-10-01,north_peak,D-CH,prime,all_adults,512653,657248,640143,-17105,325000,187653,332248
2026-10-01,north_peak,D-CH,prime,w_25_49,143542,184029,179240,-4789,209800,-66258,-25771
2026-10-01,north_peak,D-CH,prime,m_25_49,133289,170884,166437,-4447,41600,91689,129284
2026-10-01,north_peak,F-CH,daytime,all_adults,153344,196596,174358,-22238,0,153344,196596
2026-10-01,north_peak,F-CH,daytime,w_25_49,42936,55046,48820,-6226,0,42936,55046
2026-10-01,north_peak,F-CH,daytime,m_25_49,39869,51114,45333,-5781,0,39869,51114
2026-10-01,north_peak,F-CH,prime,all_adults,193337,247869,220366,-27503,0,193337,247869
2026-10-01,north_peak,F-CH,prime,w_25_49,54134,69403,61702,-7701,0,54134,69403
2026-10-01,north_peak,F-CH,prime,m_25_49,50267,64445,57295,-7150,0,50267,64445
2026-10-01,lake_city,D-CH,daytime,all_adults,301364,386365,397862,11497,0,301364,386365
2026-10-01,lake_city,D-CH,daytime,w_25_49,84381,108182,111401,3219,0,84381,108182
2026-10-01,lake_city,D-CH,daytime,m_25_49,78354,100454,103444,2990,0,78354,100454
2026-10-01,lake_city,D-CH,prime,all_adults,532773,683043,610022,-73021,0,532773,683043
2026-10-01,lake_city,D-CH,prime,w_25_49,149176,191252,170806,-20446,0,149176,191252
2026-10-01,lake_city,D-CH,prime,m_25_49,138520,177591,158606,-18985,0,138520,177591
2026-10-01,lake_city,F-CH,daytime,all_adults,126112,161683,152243,-9440,0,126112,161683
2026-10-01,lake_city,F-CH,daytime,w_25_49,35311,45271,42628,-2643,0,35311,45271
2026-10-01,lake_city,F-CH,daytime,m_25_49,32789,42037,39583,-2454,0,32789,42037
2026-10-01,lake_city,F-CH,prime,all_adults,231067,296241,220532,-75709,55000,176067,241241
2026-10-01,lake_city,F-CH,prime,w_25_49,64698,82947,61749,-21198,15400,49298,67547
2026-10-01,lake_city,F-CH,prime,m_25_49,60077,77022,57338,-19684,14300,45777,62722
2026-10-02,north_peak,D-CH,daytime,all_adults,337950,433270,382984,-50286,0,337950,433270
2026-10-02,north_peak,D-CH,daytime,w_25_49,94626,121315,107236,-14079,0,94626,121315
2026-10-02,north_peak,D-CH,daytime,m_25_49,87867,112650,99576,-13074,0,87867,112650
2026-10-02,north_peak,D-CH,prime,all_adults,539476,691636,611244,-80392,325000,214476,366636
2026-10-02,north_peak,D-CH,prime,w_25_49,151053,193658,171148,-22510,209800,-58747,-16142
2026-10-02,north_peak,D-CH,prime,m_25_49,140263,179825,158923,-20902,41600,98663,138225
2026-10-02,north_peak,F-CH,daytime,all_adults,135235,173379,147285,-26094,0,135235,173379
2026-10-02,north_peak,F-CH,daytime,w_25_49,37865,48546,41240,-7306,0,37865,48546
2026-10-02,north_peak,F-CH,daytime,m_25_49,35161,45078,38294,-6784,0,35161,45078
2026-10-02,north_peak,F-CH,prime,all_adults,200761,257387,278201,20814,0,200761,257387
2026-10-02,north_peak,F-CH,prime,w_25_49,56213,72068,77896,5828,0,56213,72068
2026-10-02,north_peak,F-CH,prime,m_25_49,52197,66920,72332,5412,0,52197,66920
2026-10-02,lake_city,D-CH,daytime,all_adults,343728,440678,413297,-27381,0,343728,440678
2026-10-02,lake_city,D-CH,daytime,w_25_49,96243,123389,115723,-7666,0,96243,123389
2026-10-02,lake_city,D-CH,daytime,m_25_49,89369,114576,107457,-7119,0,89369,114576
2026-10-02,lake_city,D-CH,prime,all_adults,481268,617011,505020,-111991,0,481268,617011
2026-10-02,lake_city,D-CH,prime,w_25_49,134755,172763,141406,-31357,0,134755,172763
2026-10-02,lake_city,D-CH,prime,m_25_49,125129,160422,131305,-29117,0,125129,160422
2026-10-02,lake_city,F-CH,daytime,all_adults,134341,172233,166640,-5593,0,134341,172233
2026-10-02,lake_city,F-CH,daytime,w_25_49,37615,48225,46659,-1566,0,37615,48225
2026-10-02,lake_city,F-CH,daytime,m_25_49,34928,44780,43326,-1454,0,34928,44780
2026-10-02,lake_city,F-CH,prime,all_adults,212191,272041,261838,-10203,55000,157191,217041
2026-10-02,lake_city,F-CH,prime,w_25_49,59413,76171,73315,-2856,15400,44013,60771
2026-10-02,lake_city,F-CH,prime,m_25_49,55169,70730,68078,-2652,14300,40869,56430
2026-10-03,north_peak,D-CH,daytime,all_adults,250550,321218,309878,-11340,0,250550,321218
2026-10-03,north_peak,D-CH,daytime,w_25_49,70154,89941,86766,-3175,0,70154,89941
2026-10-03,north_peak,D-CH,daytime,m_25_49,65143,83516,80568,-2948,0,65143,83516
2026-10-03,north_peak,D-CH,prime,all_adults,415413,532581,571589,39008,165000,250413,367581
2026-10-03,north_peak,D-CH,prime,w_25_49,116315,149122,160045,10923,165000,-48685,-15878
2026-10-03,north_peak,D-CH,prime,m_25_49,108007,138471,148613,10142,0,108007,138471
2026-10-03,north_peak,F-CH,daytime,all_adults,125462,160849,154260,-6589,0,125462,160849
2026-10-03,north_peak,F-CH,daytime,w_25_49,35129,45037,43193,-1844,0,35129,45037
2026-10-03,north_peak,F-CH,daytime,m_25_49,32620,41820,40108,-1712,0,32620,41820
2026-10-03,north_peak,F-CH,prime,all_adults,166838,213895,206366,-7529,0,166838,213895
2026-10-03,north_peak,F-CH,prime,w_25_49,46714,59890,57782,-2108,0,46714,59890
2026-10-03,north_peak,F-CH,prime,m_25_49,43377,55612,53655,-1957,0,43377,55612
2026-10-03,lake_city,D-CH,daytime,all_adults,258838,331844,302178,-29666,0,258838,331844
2026-10-03,lake_city,D-CH,daytime,w_25_49,72474,92916,84610,-8306,0,72474,92916
2026-10-03,lake_city,D-CH,daytime,m_25_49,67297,86279,78566,-7713,0,67297,86279
2026-10-03,lake_city,D-CH,prime,all_adults,414913,531941,471584,-60357,0,414913,531941
2026-10-03,lake_city,D-CH,prime,w_25_49,116175,148943,132044,-16899,0,116175,148943
2026-10-03,lake_city,D-CH,prime,m_25_49,107877,138304,122612,-15692,0,107877,138304
2026-10-03,lake_city,F-CH,daytime,all_adults,116928,149908,144164,-5744,0,116928,149908
2026-10-03,lake_city,F-CH,daytime,w_25_49,32739,41974,40366,-1608,0,32739,41974
2026-10-03,lake_city,F-CH,daytime,m_25_49,30401,38976,37483,-1493,0,30401,38976
2026-10-03,lake_city,F-CH,prime,all_adults,177502,227567,217409,-10158,55000,122502,172567
2026-10-03,lake_city,F-CH,prime,w_25_49,49700,63718,60875,-2843,15400,34300,48318
2026-10-03,lake_city,F-CH,prime,m_25_49,46150,59167,56526,-2641,14300,31850,44867
2026-10-04,north_peak,D-CH,daytime,all_adults,256910,329372,294512,-34860,0,256910,329372
2026-10-04,north_peak,D-CH,daytime,w_25_49,71934,92224,82463,-9761,0,71934,92224
2026-10-04,north_peak,D-CH,daytime,m_25_49,66796,85636,76573,-9063,0,66796,85636
2026-10-04,north_peak,D-CH,prime,all_adults,361196,463073,368811,-94262,165000,196196,298073
2026-10-04,north_peak,D-CH,prime,w_25_49,101134,129660,103267,-26393,165000,-63866,-35340
2026-10-04,north_peak,D-CH,prime,m_25_49,93910,120398,95891,-24507,0,93910,120398
2026-10-04,north_peak,F-CH,daytime,all_adults,114408,146678,142225,-4453,0,114408,146678
2026-10-04,north_peak,F-CH,daytime,w_25_49,32034,41069,39823,-1246,0,32034,41069
2026-10-04,north_peak,F-CH,daytime,m_25_49,29746,38136,36978,-1158,0,29746,38136
2026-10-04,north_peak,F-CH,prime,all_adults,141314,181172,151969,-29203,0,141314,181172
2026-10-04,north_peak,F-CH,prime,w_25_49,39567,50728,42551,-8177,0,39567,50728
2026-10-04,north_peak,F-CH,prime,m_25_49,36741,47104,39512,-7592,0,36741,47104
2026-10-04,lake_city,D-CH,daytime,all_adults,246987,316651,291534,-25117,0,246987,316651
2026-10-04,lake_city,D-CH,daytime,w_25_49,69156,88662,81630,-7032,0,69156,88662
2026-10-04,lake_city,D-CH,daytime,m_25_49,64216,82329,75799,-6530,0,64216,82329
2026-10-04,lake_city,D-CH,prime,all_adults,359942,461465,319066,-142399,0,359942,461465
2026-10-04,lake_city,D-CH,prime,w_25_49,100783,129210,89338,-39872,0,100783,129210
2026-10-04,lake_city,D-CH,prime,m_25_49,93584,119980,82957,-37023,0,93584,119980
2026-10-04,lake_city,F-CH,daytime,all_adults,113444,145442,142835,-2607,0,113444,145442
2026-10-04,lake_city,F-CH,daytime,w_25_49,31764,40723,39994,-729,0,31764,40723
2026-10-04,lake_city,F-CH,daytime,m_25_49,29495,37814,37137,-677,0,29495,37814
2026-10-04,lake_city,F-CH,prime,all_adults,152434,195429,157321,-38108,55000,97434,140429
2026-10-04,lake_city,F-CH,prime,w_25_49,42681,54720,44050,-10670,15400,27281,39320
2026-10-04,lake_city,F-CH,prime,m_25_49,39632,50811,40903,-9908,14300,25332,36511
2026-10-05,north_peak,D-CH,daytime,all_adults,320256,410585,366191,-44394,0,320256,410585
2026-10-05,north_peak,D-CH,daytime,w_25_49,89671,114963,102533,-12430,0,89671,114963
2026-10-05,north_peak,D-CH,daytime,m_25_49,83266,106752,95210,-11542,0,83266,106752
2026-10-05,north_peak,D-CH,prime,all_adults,499562,640465,592936,-47529,165000,334562,475465
2026-10-05,north_peak,D-CH,prime,w_25_49,139877,179330,166022,-13308,165000,-25123,14330
2026-10-05,north_peak,D-CH,prime,m_25_49,129886,166520,154163,-12357,0,129886,166520
2026-10-05,north_peak,F-CH,daytime,all_adults,138348,177370,154962,-22408,0,138348,177370
2026-10-05,north_peak,F-CH,daytime,w_25_49,38737,49663,43389,-6274,0,38737,49663
2026-10-05,north_peak,F-CH,daytime,m_25_49,35970,46116,40290,-5826,0,35970,46116
2026-10-05,north_peak,F-CH,prime,all_adults,216281,277284,272142,-5142,0,216281,277284
2026-10-05,north_peak,F-CH,prime,w_25_49,60558,77639,76200,-1439,0,60558,77639
2026-10-05,north_peak,F-CH,prime,m_25_49,56233,72093,70757,-1336,0,56233,72093
2026-10-05,lake_city,D-CH,daytime,all_adults,324816,416432,389307,-27125,0,324816,416432
2026-10-05,lake_city,D-CH,daytime,w_25_49,90948,116600,109006,-7594,0,90948,116600
2026-10-05,lake_city,D-CH,daytime,m_25_49,84452,108272,101220,-7052,0,84452,108272
2026-10-05,lake_city,D-CH,prime,all_adults,524607,672574,562831,-109743,0,524607,672574
2026-10-05,lake_city,D-CH,prime,w_25_49,146889,188320,157593,-30727,0,146889,188320
2026-10-05,lake_city,D-CH,prime,m_25_49,136397,174869,146336,-28533,0,136397,174869
2026-10-05,lake_city,F-CH,daytime,all_adults,141392,181273,179359,-1914,0,141392,181273
2026-10-05,lake_city,F-CH,daytime,w_25_49,39589,50756,50221,-535,0,39589,50756
2026-10-05,lake_city,F-CH,daytime,m_25_49,36761,47130,46633,-497,0,36761,47130
2026-10-05,lake_city,F-CH,prime,all_adults,216893,278068,278252,184,55000,161893,223068
2026-10-05,lake_city,F-CH,prime,w_25_49,60730,77859,77911,52,15400,45330,62459
2026-10-05,lake_city,F-CH,prime,m_25_49,56392,72297,72346,49,14300,42092,57997
2026-10-06,north_peak,D-CH,daytime,all_adults,314751,403528,383046,-20482,0,314751,403528
2026-10-06,north_peak,D-CH,daytime,w_25_49,88130,112987,107253,-5734,0,88130,112987
2026-10-06,north_peak,D-CH,daytime,m_25_49,81835,104917,99592,-5325,0,81835,104917
2026-10-06,north_peak,D-CH,prime,all_adults,527188,675883,678891,3008,70000,457188,605883
2026-10-06,north_peak,D-CH,prime,w_25_49,147612,189247,190089,842,70000,77612,119247
2026-10-06,north_peak,D-CH,prime,m_25_49,137068,175729,176512,783,0,137068,175729
2026-10-06,north_peak,F-CH,daytime,all_adults,139297,178587,151594,-26993,0,139297,178587
2026-10-06,north_peak,F-CH,daytime,w_25_49,39003,50004,42446,-7558,0,39003,50004
2026-10-06,north_peak,F-CH,daytime,m_25_49,36217,46432,39414,-7018,0,36217,46432
2026-10-06,north_peak,F-CH,prime,all_adults,220150,282244,300182,17938,0,220150,282244
2026-10-06,north_peak,F-CH,prime,w_25_49,61642,79028,84051,5023,0,61642,79028
2026-10-06,north_peak,F-CH,prime,m_25_49,57239,73383,78047,4664,0,57239,73383
2026-10-06,lake_city,D-CH,daytime,all_adults,347445,445443,440414,-5029,0,347445,445443
2026-10-06,lake_city,D-CH,daytime,w_25_49,97284,124724,123316,-1408,0,97284,124724
2026-10-06,lake_city,D-CH,daytime,m_25_49,90335,115815,114508,-1307,0,90335,115815
2026-10-06,lake_city,D-CH,prime,all_adults,460322,590157,616952,26795,0,460322,590157
2026-10-06,lake_city,D-CH,prime,w_25_49,128890,165243,172747,7504,0,128890,165243
2026-10-06,lake_city,D-CH,prime,m_25_49,119683,153440,160408,6968,0,119683,153440
2026-10-06,lake_city,F-CH,daytime,all_adults,136375,174841,134172,-40669,0,136375,174841
2026-10-06,lake_city,F-CH,daytime,w_25_49,38185,48955,37568,-11387,0,38185,48955
2026-10-06,lake_city,F-CH,daytime,m_25_49,35457,45458,34885,-10573,0,35457,45458
2026-10-06,lake_city,F-CH,prime,all_adults,218094,279608,237841,-41767,55000,163094,224608
2026-10-06,lake_city,F-CH,prime,w_25_49,61066,78290,66595,-11695,15400,45666,62890
2026-10-06,lake_city,F-CH,prime,m_25_49,56704,72698,61839,-10859,14300,42404,58398
2026-10-07,north_peak,D-CH,daytime,all_adults,302116,387329,356034,-31295,0,302116,387329
2026-10-07,north_peak,D-CH,daytime,w_25_49,84592,108452,99690,-8762,0,84592,108452
2026-10-07,north_peak,D-CH,daytime,m_25_49,78550,100705,92569,-8136,0,78550,100705
2026-10-07,north_peak,D-CH,prime,all_adults,546551,700707,658897,-41810,70000,476551,630707
2026-10-07,north_peak,D-CH,prime,w_25_49,153034,196197,184491,-11706,70000,83034,126197
2026-10-07,north_peak,D-CH,prime,m_25_49,142103,182183,171313,-10870,0,142103,182183
2026-10-07,north_peak,F-CH,daytime,all_adults,139829,179268,198958,19690,0,139829,179268
2026-10-07,north_peak,F-CH,daytime,w_25_49,39152,50195,55708,5513,0,39152,50195
2026-10-07,north_peak,F-CH,daytime,m_25_49,36355,46609,51729,5120,0,36355,46609
2026-10-07,north_peak,F-CH,prime,all_adults,233664,299570,288105,-11465,0,233664,299570
2026-10-07,north_peak,F-CH,prime,w_25_49,65425,83879,80669,-3210,0,65425,83879
2026-10-07,north_peak,F-CH,prime,m_25_49,60752,77888,74907,-2981,0,60752,77888
2026-10-07,lake_city,D-CH,daytime,all_adults,322852,413913,359744,-54169,0,322852,413913
2026-10-07,lake_city,D-CH,daytime,w_25_49,90398,115895,100728,-15167,0,90398,115895
2026-10-07,lake_city,D-CH,daytime,m_25_49,83941,107617,93533,-14084,0,83941,107617
2026-10-07,lake_city,D-CH,prime,all_adults,486621,623874,626387,2513,0,486621,623874
2026-10-07,lake_city,D-CH,prime,w_25_49,136253,174684,175388,704,0,136253,174684
2026-10-07,lake_city,D-CH,prime,m_25_49,126521,162207,162861,654,0,126521,162207
2026-10-07,lake_city,F-CH,daytime,all_adults,140858,180588,176762,-3826,0,140858,180588
2026-10-07,lake_city,F-CH,daytime,w_25_49,39440,50564,49493,-1071,0,39440,50564
